data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Color : đen-2 xl thời_gian giao hàng khá nhanh ... Đóng_gói đơn hàng kín_đáo kỹ_lưỡng ... Chất_lượng sản_phẩm đúng theo mô_tả,,,,,,Positive,,,Positive,,
Thề chưa thấy cái điện_thoại nào vừa đắt vừa dỏm như này tức thiệt,,,,,,,Negative,,,,
um thù đẹp đấy um là 128gb đấy mà cửa_hàng oi 128gb mà sử_dụng hết 120gb rồi hàng thì cũng phải rẻ chx bảo_hành mua hàng mà thất_bại như thê này,,,,,Positive,,,Negative,,,
Giá bán nằm trong khoảng dự_kiến so với thị_trường .,,,,,,,Neutral,,,,
nhóm Màu_sắc : màu ngẫu_nhiên sản_phẩm : vượt mong_đợi,,,,,,,,,,Positive,
Giao hàng nhanh . Đóng_gói sản_phẩm cẩn_thận . Chất_lượng tuyệt_vời,,,,,,Positive,,,Positive,,
Máy khá mượt .... cửa_hàng hỗ_trợ nhanh .... Ace nào cần mua cứ nhắn_tin cửa_hàng ... Thấy hợplya đo ạ,,,Positive,,,,,Positive,,,
chưa sử_dụng chưa biết sản_phẩm ra sao nhưng giao hàng đẹp đúng màu full box nguyên seal như cam_kết tạm_thời cho trước 5 sao sử_dụng một thời_gian rồi mới review được .,,,,,Positive,Positive,,,,Neutral,
Geming nubia neo 2 cấu_hình nhà_sản_xuất công_bố rất cao nhưng thật_sự bắt sóng rất tệ 2 còn thua cái xaomi not 9s sử_dụng hơn 6 năm để 2 cái kế bên con neo 2 thì truy_cập lúc được lúc không quay_vòng còn con xaomi not 9s thì xem ngon_lành,,,,,,,,,,Negative,
"Giao_diện phần_mềm đơn_giản và dễ sử_dụng , không có nhiều tuỳ biến sâu .",,,,,,,,,,Neutral,
Variation 3 : bạc variation 1 : nguyên seal sợ tốt lắm nha mọi người lần đầu mua điện_thoại online mà uy_tín z,,,,,,,,,,Positive,
"Chỉ không vừa_ý là đặt màu trắng giao màu đen , giao rồi mới báo . Đặt người mua vào vị_trí sự đã rồi",,,,,,,,,Negative,,
"Color family : desert storage capacity : 256gb máy new seal chính hãng vna , đóng_gói cẩn_thận , giao hàng nhanh , có hoá_đơn điện_tử đầy_đủ khi có yêu_cầu .",,,,,,Positive,,Positive,Positive,,
Máy không ngon lắm nhưng giá rẻ nên không đòi_hỏi được.Máy vẫn ok so với tầm giá nha mọi người.À còn được tặng mũ_bảo_hiểm nữa nha ok lắm nên thôi vẫn cho 5 sao,,,,,,,Positive,,,,
"điện_thoại thiết_kế mỏng đẹp . màn_hình cong đẹp , trong không ám vàng . hiệu_năng ổn với các tác_vụ thông_thường .",,,Positive,,Positive,,,,,,
Trải_nghiệm rất tệ mở hộp trầy như_vầy báo trả hàng 3 ngày liên_tiếp chờ xem_xét ệ điều_hành : ios 18 chip xử_lý ( cpu ) : apple a18 pro 6 nhân tốc_độ cpu : hãng không công_bố chip đồ_hoạ ( gpu ) : apple gpu 6 nhân ram : 8 gb Dung_lượng lưu_trữ : 256 gb dung_lượng còn lại ( khả_dụng ) khoảng : 241 gb,,,,,Negative,,,Negative,,Negative,
chăm_sóc khách_hàng yêu_cầu gửi video camera chụp đêm thiếu chi_tiết pin tụt nhanh,Negative,Negative,,,,,,Negative,,,
"Tồi_tệ không khớp không nổi_bật chăm_sóc khách_hàng không giúp . Camera focus dở . ,",,Negative,,,,,,Negative,,,
Thông_số chip xử_lý và dung_lượng pin trên máy khớp với thông_tin trên website .,Neutral,,Neutral,,,,,,,,
Chất_lượng tuyệt_vời . Gắn phát lên luôn . Không có gì để bàn . Recommend . Máy là bản au 1 sim up rom xq-at 42 lên 2 sim ( imei 2 = 0 ),,,,,,,,,,Positive,
Màu_sắc : đen Phân_loại : nguyên seal sản_phẩm mới . Đã nhận hàng . Rất ưng_ý về sản_phẩm . Sẽ ủng_hộ cho cửa_hàng nếu_như có như cầu chắc_chắn sẽ mua hàng của bạn,,,,,,,,,,Positive,
ship thiếu.khong cho kiểm hàng.không cho hoàn hàng.phản hồi chậm . mọi người mua chú í trước khi mua hàng.kém chất_lượng 1 sao,,,,,,,,Negative,Negative,,
Tính_năng nổi_bật : tốt Chất_lượng sản_phẩm : tuyệt Đúng với mô_tả : đung điện_thoại mới . nguyên seal nha mọi người . sài oke lắm ạ . mượt lắm . giá lại còn rẻ . cửa_hàng tư_vấn nhiệt_tình,,,Positive,,,,Positive,Positive,,,
"Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng mô_tả Tính_năng nổi_bật : điện_thoại nhẹ , gọn , dễ sử dụng.rất hài_lòng với điện_thoại này",,,,,Positive,,,,,,
Màu_sắc : bạc Phân_loại : nguyên seal tính_năng : tốt chất_lượng : 5s ao,,,,,,,,,,Positive,
"mua 1 cái bị lỗi , cửa_hàng cug đổi trả nhiệt_tình , cái mới trước_mắt dug thấy tốt , hy_vọng sẽ bền",,,,,,,,Positive,,,
tốt máy rất đẹp hình_ảnh rõ nét rất ưng với máy này cảm_ơn cửa_hàng tôi nhận được máy như_ý còn về chất_lượng phải sử_dụng mới biết,,,,,Positive,,,,,,
Máy đẹp 99% không 1 lỗi nhỏ cửa_hàng gửi máy chỉ mới hoạt_động hơn 1 tiếng Như 1 chiếc máy mới,,,,,Positive,,,,,,
Màn_hình vừa mua về sài chưa được 1 tuần đã tối thui không lên nguồn,,,,Negative,,,,,,,
Đúng với mô_tả : Phần_mềm đi kèm các tính_năng cơ_bản như đã thông_báo .,,,,,,,,,,Neutral,
"sản_phẩm : sản_phẩm không như mô_tả , sản_phẩm chất_lượng kém mấy bị xước nhiều , bị bưng nắp sau mầu với máy không giống trong ảnh quảng_cáo , gọi chủ cửa_hàng không được",,,,,Negative,,,Negative,,,
"Sạc hơi chậm , còn lại OK hết",Negative,,,,,,,,,Positive,
"cửa_hàng trả_lời tư_vấn rất nhanh , giao hàng đóng_gói cẩn_thận , sản_phẩm chất_lượng , chỉ có_điều màu_sắc hiện thị trên màn_hình có phần hơi tối",,,,Negative,,Positive,,Positive,Positive,,
"mua vế thấy nó nhỏ_xíu à , với_lại còn khác nữa chứ sử_dụng mà sợ theo_dõi không á nhưng lỡ nhận rồi không trả được",,,,,,,,,,,Neutral
thời_lượng pin theo công_bố của nhà_sản_xuất là 5000mah,Neutral,,,,,,,,,,
"Loa tai nghe nhỏ , âm_thanh không rõ , trong phòng kín không có sóng , yêu_cầu hoàn tiền . Liên_hệ số 0704658741 nếu có : cách xử_lý khác ?",,,,,,,,Negative,,Negative,
"sản_phẩm : hàng lỗi hoặc bị hư_hỏng , sản_phẩm chất_lượng kém điện_thoại bóc seal có vết xước rất nhỏ trên màn_hình không_thể nhìn thấy bằng mắt thường . đến khi mình đã acitve máy , dán màn_hình soi đèn_pin để lau bụi thì mới phát_hiện ra . liên_hệ viettel và cả shopee đều không được hỗ_trợ ra cửa_hàng viettel nhân_viên bảo chị mua online đã được giá rẻ hơn thì sẽ có rất nhiều bất_lợi rồi chán không muốn nói",,,,Negative,,,,Negative,,,
Ship hàng nhanh sản_phẩm đóng_gói chắc_chắn không móp méo quá nhiều,,,,,,Positive,,,Positive,,
Sản_phẩm : sản_phẩm chất_lượng kém đánh_giá sau 1 tháng sử_dụng . Pin sử_dụng được lâu . Máy đơ 2 lần không sử_dụng được phải khởi_động máy lại mới sử_dụng được .,Positive,,Negative,,,,,,,,
điện_thoại nghe gọi tốt nha.nên mua nhé .,,,,,,,,,,Positive,
"Nhóm màu : blue Dung_lượng lưu_trữ : 128gb sang_trọng và thanh_lịch , dung_lượng lưu_trữ cao , các tính_năng đổi_mới ,",,,,,,,,,,Positive,
"Sao 6,7 ngày sử_dụng , máy hoạt_động OK không bị lỗi gì + Nhận được máy có ng hình cỡ 98% + Máy sử_dụng các tác_vụ cơ_bản mượt_mà , pin trâu 朗朗_Mua về làm máy chính hoặc máy phụ đều ok ",Positive,,Positive,,,,,,,,
Đúng với mô_tả : không đúng Chất_lượng sản_phẩm : tồi Tính_năng nổi_bật : nghe gọi cửa_hàng treo đầu dê.bán thị chó.chân sặc bị han rỉ đen xì.không cắm được sặc vào.đặt màu đỏ.giao mầu trắng.không đúng mẫu.sẽ không bao_giờ có lần sau mua của cửa_hàng nữa đâu,,,,,,,,,Negative,,
"Đúng mô_tả , hàng nguyên hộp , sử_dụng tốt , mọi người nên mua cho các cụ , sử_dụng tốt trong tầm giá",,,,,,Positive,Positive,,,Positive,
Màu_sắc : đen Phân_loại : likenew 99% sản_phẩm như mới . cửa_hàng hỗ_trợ tốt . nên mua,,,,,Positive,,,Positive,,,
Màu_sắc : xanh matcha không biết chất_lượng sao nhưng nhìn bên ngoài có_vẻ đẹp . giá này không yêu_cầu gì nhiều .,,,,,Positive,,Neutral,,,,
"Nhóm màu : teal Dung_lượng lưu_trữ : 256gb màn_hình lớn cho trải_nghiệm đắm_chìm , tuổi_thọ pin lâu_dài , chất_lượng máy_ảnh tuyệt_vời ,",Positive,Positive,,,,,,,,,
chất_lượng tốt đằ sau ủng_hộ cửa_hàng nữa nhé,,,,,,,,,,Positive,
"Mình thấy điện_thoại này cấu_hình ổn thật nhưng giá thì quá cao so với mặt_bằng chung , không đáng tiền .",,,,,,,Negative,,,,
"cửa_hàng có để là đặt trước 15 ngày có hàng ! Nhưng thực_tế 3 ngày cửa_hàng đã có hàng rồi nhé , mình ở gia_lai cách 1000km nhưng đặt từ 28/7 đến nay 2/8 nhận rồi , quá nhanh , xuất_sắc ! Thật_sự rất hài_lòng khi nhận về sản_phẩm đầu_tay của dòng iqoo , về ngoại_hình phải nói là quá đẹp , có sẵn ốp và dắn sẵn cả miếng dán chống xước cầm_chắc chắn , không ọp_ẹp chút nào , sử_dụng rất dễ vì có sẵn tiếng việt , camera cho ra ảnh rất đẹp , pin trâu  , sạc bá cháy Tuyệt_vời 10₫ , máy sài mát_rười_rượi , không như mấy dòng xiaomi mình từng sài rất nóng , tóm_lại cửa_hàng nhiệt_tình , hàng chất_lượng !",Positive,Positive,,,Positive,,,Positive,Positive,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb giá_trị tuyệt_vời cho số tiền bỏ ra , tính_năng sáng_tạo , dung_lượng lưu_trữ cao , bóng_bẩy và thanh_lịch ,",,,,,Positive,,Positive,,,,
cửa_hàng giao hàng đúng hẹn đóng_gói cẩn_thận chắc_chắn máy có chày xước nhẹ xài ok,,,,,Negative,Positive,,,Positive,,
"giao hàng nhanh , sản_phẩm chính hãng , nguyên seal , máy dùng ok tuy_nhiên hơi lag do cấu_hình không quá cao",,,Negative,,,,,,Positive,,
"thất_vọng không đúng tính_năng không có kháng nước như quảng_cáo ,",,,,,,,,,,Negative,
"Mình đã nhận được hàng , cửa_hàng đóng hàng đẹp , chắc_chắn , bán hàng chất_lượng , đáng nên mua nhé mọi người.tặng cửa_hàng 5sao",,,,,,Positive,,,,,
"Dễ móp méo không trung_thực không có chống bụi . Mới sử_dụng mấy tháng đã đầy bụi trong camera , chụp hình toàn vết . ,",,Negative,,,Negative,,,,,,
Điện_thoại xài mượt khá ok,,,Positive,,,,,,,,
Pin kém phải thay pin khác,Negative,,,,,,,,,,
Máy mượt v,,,Positive,,,,,,,,
Đúng với mô_tả : không tặng quà giống như quảng_cáo Đúng với mô_tả : không tặng quà giống như quảng_cáo,,,,,,,,,,Negative,
"đóng_gói chỉnh chu , có tem niêm_phong . nhận hàng thì hộp bị móp hơi thất_vọng nhưng đổi lại săn được giá hời , máy đẹp",,,,,Positive,Positive,Positive,,,,
Nhóm màu : đen Dung_lượng lưu_trữ : 16gb hàng quá tốt ạ mọi người ủng_hộ cửa_hàng ik ạ,,,,,,,,,,Positive,
Quá_trình vận_chuyển mất khoảng thời_gian như đã thông_báo .,,,,,,,,,Neutral,,
"Mua về mới khui ra thấy vài vết trầy nhỏ , hơi tiếc tiền vì giá cũng không rẻ .",,,,,Negative,,Negative,,,,
"Cùi không đúng camera noise , lag app",,Negative,Negative,,,,,,,,
"Sản_phẩm : hàng lỗi hoặc bị hư_hỏng , sản_phẩm không như mô_tả , sản_phẩm chất_lượng kém điện_thoại cũ , pin chai.không sử_dụng để không cũng hết pin . Máy chạy rất chậm .",Negative,,Negative,,,,,,,,
"Chất_lượng sản_phẩm : lỗi cảm_ứng Đúng với mô_tả : không Tính_năng nổi_bật : gọi không nghe rõ cuộc_gọi bị mất tiếng , đóng_gói thiếu cáp sạc , cửa_hàng đổ lỗi cho nhà_sản_xuất",,,,Negative,,Negative,,Negative,,,
"Sử_dụng chữa_cháy xem youtube , zalo , Facebook , tốt . Nút home không ăn rất cứng",,,,,Negative,,,,,,
"Tính_năng nổi_bật : hàng thay linh_kiện rất nhiều máy thay linh_kiện rất nhiều , máy sẽ bị lỗi sau tầm hai ba ngày , mọi người không nên mua , cửa_hàng lừa_đảo",,,,,Negative,,,,,,
tốt tuyệt_vời tốt như_vậy là rất ổn cho tầm giá và kiểu_dáng hình_bóng con_thơ đáng yêu vô_cùng_tận,,,,,,,Positive,,,,
Máy khá OK nhưng quãng cáo 5G mà giao về kiểm_tra chỉ 2G 3G 4G à,,,,,,,,,Negative,,
"Máy mượt đẹp , cửa_hàng ship nhanh",,,Positive,,Positive,,,,Positive,,
Vợ dùng magic 6p nen minh mua x9c là magic 7 lite cho trâu bo`,,,,,,,,,,Positive,
"cửa_hàng giao hàng đúng thời_gian cam_kết , chất_lượng sản_phẩm chưa mở hộp nên chưa đánh_giá được . Nếu tốt nhận_xét bổ_sung sau .",,,,,,,,,Neutral,Neutral,
Đóng_gói hàng cẩn thậnnnn Đúng hàng đã đặttt Ok nhaaaa,,,,,,Positive,,,,,
Tính_năng nổi_bật : tệ Đúng với mô_tả : không mua hàng mới nhưng giáo hàng đã qua sử_dụng,,,,,,,,,,Negative,
"thấp nhất từng thấy không giống hình hay restart , pin không tốt sản_phẩm bị trầy_xước nhìn như đồ cũ . cửa_hàng còn chối là do vận_chuyển gây ra",Negative,,,,Negative,,,,Negative,,
Nói_chung tầm giá tiền cũng thấy OK . Hợp_lý Mình chỉ mong cửa_hàng đêm nhiều sản_phẩm đời cao hơn về Việt_Nam . Và giá nên để hợp_lý hơn để người_dân Việt họ tiếp_cận nhiều hơn_nữa .,,,,,,,Positive,,,,
"cửa_hàng chuẩn_bị hàng và đóng_gói hàng nhanh Đặt_hàng có liền , săn sale được giá 7,5 tr quá oke Sản_phẩm trâu_bò thật , test ném thử không bề",,,,,,Positive,Positive,,,,
Nhóm màu : đen tốt ổn .....  loa hoi nhỏ khi nghe nhac ...,,,,,,,,,,Negative,
"Sản_phẩm nguyên seal , có tặng kèm ốp và củ sạc 33w , giá săn sale rẻ , hỗ_trợ nhiệt_tình bảo_hành dài .",,,,,,Positive,Positive,Positive,,,
"100% chơi 3 ván game tốc chiến setting max , không bật tiết_kiệm pin , trung_bình 1 ván 25p còn 31% ( nhớ sử_dụng sò lạnh , con này nóng điên ) loa nghe hay nhưng hơi lệch không biết chỉnh ở đâu để mò thử , đang sử_dụng con pova3 chuyển qua con này chơi nhạy với mượt quá không quen tay  , do là mua chỉ mục_đích chơi game ban_đêm nên là tầm giá 1tr6 chất_lượng rất ổn với 1 máy cũ như này , không biết bảo_hành nếu có sự_cố cửa_hàng hỗ_trợ ra sao nhưng trước_mắt 10₫",Positive,,Positive,,,,Positive,Neutral,,,
Chất_lượng sản_phẩm : tốt Không tạo được nhân_bản ứng_dụng za lo.còn Facebook và ứng_dụng khác thì được,,,,,,,,,,Positive,
"Máy nóng ran khi sạc . Không đúng . Không . Pin tệ , máy nóng vô_cùng nguy_hiểm . Chăm_sóc khách_hàng không có giải_pháp hỗ_trợ hữu_hiệu nào .",Negative,,,,,,,Negative,,,
"Độ sáng màn_hình kém không như cam_kết không nhận sim ,",,,,Negative,Negative,,,,,,
Không đúng hàng nhưng sài cũng tốt,,,,,,,,,,Positive,
"Săn flash sale nên giá rẻ hơn ngoài store , giao hàng nhanh . Cấu_hình tầm trung đủ dùng tác_vụ cơ_bản hàng ngày . Phù_hợp làm điện_thoại phụ hoặc phù_hợp với phụ_huynh không yêu_cầu cao về cấu_hình",,,,,,,Positive,,,,
"Dở khác không có hiệu_năng treo máy thường_xuyên . Pin kém bền . ,",Negative,,Negative,,,,,,,,
"vô_cùng hài_lòng về chất_lượng máy . cửa_hàng giao máy đẹp , chu_đáo dán cho 1 cái cường_lực , mình đa_nghi cẩn_thận quay video bóc luôn cường_lực để test màn vì trước_đây đã từng bị nơi khác dán cường_lực để che những vết trầy xuớc trên màn , nhưng lần này thì không , màn không 1 tì_vết như ngọc trinh . cửa_hàng uy tín.chúc cửa_hàng kinh_doanh thành_công nha .",,,,Positive,Positive,,,,,Positive,
Nhóm màu : màu Phân_loại sản_phẩm : đen độ bền,,,,,,,,,,,Neutral
Chất_lượng sản_phẩm : lửa đảo đồ tào_lao sài không được,,,,,,,,,,Negative,
"Đơn giá_trị cao mà gây khó_khăn đủ đường , có ý_đồ tráo hàng ăn_trộm ăn_cắp",,,,,,,,,,Negative,
mức giá được niêm_yết trên website chính_thức,,,,,,,Neutral,,,,
